development,mean_net_benefit,median_net_benefit,share_positive_scenarios,positive_scenarios,total_scenarios,mode,vtt_chf_per_hour,base_vtt_chf_per_hour
101017,-10790492.3447534,-10797090.423366353,0.0,0,10,Rail,21.722499999999997,15.2
101018,-6870731.63001478,-7002964.138592338,0.0,0,10,Rail,21.722499999999997,15.2
101019,-11439889.50168983,-11555548.171777654,0.0,0,10,Rail,21.722499999999997,15.2
101020,-11602722.420058753,-11697390.578080803,0.0,0,10,Rail,21.722499999999997,15.2
101021,-3298396.8117214576,-3840439.139733454,0.3,3,10,Rail,21.722499999999997,15.2
101022,-10146141.903170057,-10416908.614202589,0.0,0,10,Rail,21.722499999999997,15.2
101023,-15658163.098677883,-15744728.108125713,0.0,0,10,Rail,21.722499999999997,15.2
101024,-16430106.547696283,-16481465.033208013,0.0,0,10,Rail,21.722499999999997,15.2
101025,-3343795.638693396,-3659668.7639078964,0.2,2,10,Rail,21.722499999999997,15.2
101026,481609.90354349476,163757.15655797347,0.6,6,10,Rail,21.722499999999997,15.2
101027,-4156549.417610931,-4346444.702718986,0.0,0,10,Rail,21.722499999999997,15.2
101028,-6676967.865803218,-6930498.625325279,0.0,0,10,Rail,21.722499999999997,15.2
101029,-8679015.020455401,-8932243.649582667,0.0,0,10,Rail,21.722499999999997,15.2
101030,-7091309.154033954,-7480626.59677787,0.0,0,10,Rail,21.722499999999997,15.2
101031,-8653887.340389755,-8678448.337642249,0.0,0,10,Rail,21.722499999999997,15.2
101032,-6836572.5820044,-6866429.374132065,0.0,0,10,Rail,21.722499999999997,15.2
100000,3859908.1425805064,3649151.407569904,1.0,10,10,Rail,21.97375,15.2
100001,-1510698.6253125975,-1512260.739747069,0.0,0,10,Rail,21.97375,15.2
100002,14431658.41063557,13762522.481644124,1.0,10,10,Rail,21.97375,15.2
100003,4611867.035480263,4361611.210898984,1.0,10,10,Rail,21.97375,15.2
100004,406211.1874111593,328587.07549328404,0.6,6,10,Rail,21.97375,15.2
100005,172849.72118911654,87610.48422253656,0.6,6,10,Rail,21.97375,15.2
100006,4691121.081700875,4435122.347749017,1.0,10,10,Rail,21.97375,15.2
100007,4977472.248126934,4702454.225825528,1.0,10,10,Rail,21.97375,15.2
100008,12857281.972947663,12241697.514974805,1.0,10,10,Rail,21.97375,15.2
100009,5717820.657817881,5451314.849949433,1.0,10,10,Rail,21.97375,15.2
100010,5142013.593876097,4884464.923933939,1.0,10,10,Rail,21.97375,15.2
100011,47363.41399265455,3341.2156026212033,0.5,5,10,Rail,21.97375,15.2
100012,-1503400.8241144659,-1519141.7369275063,0.0,0,10,Rail,21.97375,15.2
101000,-8113092.47402023,-8119626.329977047,0.0,0,10,Rail,21.97375,15.2
101001,-6531814.600647767,-6670066.199122623,0.0,0,10,Rail,21.97375,15.2
101002,2011271.6383026831,1489021.0979935601,0.6,6,10,Rail,21.97375,15.2
101003,-3089116.3101025126,-3372571.470201967,0.2,2,10,Rail,21.97375,15.2
101004,-9256743.263954315,-9265320.150078347,0.0,0,10,Rail,21.97375,15.2
101005,-2744584.7945934804,-2833744.6214320436,0.0,0,10,Rail,21.97375,15.2
101006,-3541549.1797157205,-3550693.6001066905,0.0,0,10,Rail,21.97375,15.2
101007,3589571.72642422,3274756.2105987,0.9,9,10,Rail,21.97375,15.2
101008,7328975.195480326,7018090.0288152555,1.0,10,10,Rail,21.97375,15.2
101009,5913975.180576037,5399765.724188408,0.9,9,10,Rail,21.97375,15.2
101010,1415487.8056450675,1191402.874031757,0.7,7,10,Rail,21.97375,15.2
101011,-1270965.5855053798,-1500226.7016535732,0.3,3,10,Rail,21.97375,15.2
101012,-1456173.6157492609,-1576529.4175453451,0.2,2,10,Rail,21.97375,15.2
101013,5464624.12515983,5086722.096576488,0.9,9,10,Rail,21.97375,15.2
101014,-1456766.8604225616,-1586700.331776412,0.2,2,10,Rail,21.97375,15.2
101015,-3013602.780961234,-3026226.407024746,0.0,0,10,Rail,21.97375,15.2
101016,-1946535.1919232612,-1946535.1919233496,0.0,0,10,Rail,21.97375,15.2
101017,-10788369.409482986,-10795043.803771,0.0,0,10,Rail,21.97375,15.2
101018,-6834323.671888026,-6968085.6277106125,0.0,0,10,Rail,21.97375,15.2
101019,-11408037.643006925,-11525034.06155186,0.0,0,10,Rail,21.97375,15.2
101020,-11576478.597563941,-11672241.720470466,0.0,0,10,Rail,21.97375,15.2
101021,-3148341.559439444,-3696653.3377869455,0.3,3,10,Rail,21.97375,15.2
101022,-10070842.171279307,-10344740.664387885,0.0,0,10,Rail,21.97375,15.2
101023,-15634341.052995756,-15721907.30348968,0.0,0,10,Rail,21.97375,15.2
101024,-16413770.97828872,-16465723.493929798,0.0,0,10,Rail,21.97375,15.2
101025,-3257173.9343866035,-3576700.558172177,0.2,2,10,Rail,21.97375,15.2
101026,606642.4576679345,285113.31511652004,0.6,6,10,Rail,21.97375,15.2
101027,-4104470.4879394313,-4296562.168047298,0.0,0,10,Rail,21.97375,15.2
101028,-6606136.028767326,-6862599.213347733,0.0,0,10,Rail,21.97375,15.2
101029,-8608905.14342035,-8865062.703060597,0.0,0,10,Rail,21.97375,15.2
101030,-6984537.4321136,-7378357.855982589,0.0,0,10,Rail,21.97375,15.2
101031,-8645168.423582548,-8670013.501882792,0.0,0,10,Rail,21.97375,15.2
101032,-6828356.209330271,-6858558.335513506,0.0,0,10,Rail,21.97375,15.2
100000,3917704.3801289117,3704537.8320608465,1.0,10,10,Rail,22.224999999999998,15.2
100001,-1510229.5472589098,-1511809.5230621356,0.0,0,10,Rail,22.224999999999998,15.2
100002,14614659.913986197,13937873.019540101,1.0,10,10,Rail,22.224999999999998,15.2
100003,4679668.576061378,4426551.301981218,1.0,10,10,Rail,22.224999999999998,15.2
100004,427337.85176066414,348826.1781785593,0.6,6,10,Rail,22.224999999999998,15.2
100005,196207.82839704934,109993.95768393762,0.6,6,10,Rail,22.224999999999998,15.2
100006,4760508.073306238,4501582.224869806,1.0,10,10,Rail,22.224999999999998,15.2
100007,5052484.458107772,4774321.852924373,1.0,10,10,Rail,22.224999999999998,15.2
100008,13025675.11528862,12403052.004602153,1.0,10,10,Rail,22.224999999999998,15.2
100009,5790741.15626004,5521188.094999386,1.0,10,10,Rail,22.224999999999998,15.2
100010,5211835.262683167,4951341.7561372,1.0,10,10,Rail,22.224999999999998,15.2
100011,64717.98963079967,20192.437132091378,0.6,6,10,Rail,22.224999999999998,15.2
100012,-1498871.6832596022,-1514792.5792045281,0.0,0,10,Rail,22.224999999999998,15.2
101000,-8111302.00652682,-8117910.571229717,0.0,0,10,Rail,22.224999999999998,15.2
101001,-6482630.448068334,-6622462.828800055,0.0,0,10,Rail,22.224999999999998,15.2
101002,2152833.540893501,1624611.536985645,0.6,6,10,Rail,22.224999999999998,15.2
101003,-3011519.2831647773,-3298215.4972024527,0.2,2,10,Rail,22.224999999999998,15.2
101004,-9254394.115037285,-9263069.070113529,0.0,0,10,Rail,22.224999999999998,15.2
101005,-2720328.536419999,-2810507.8254119586,0.0,0,10,Rail,22.224999999999998,15.2
101006,-3539053.798013836,-3548302.7765991623,0.0,0,10,Rail,22.224999999999998,15.2
101007,3674880.3146786266,3356465.1675497936,0.9,9,10,Rail,22.224999999999998,15.2
101008,7450822.827317986,7136382.9693451235,1.0,10,10,Rail,22.224999999999998,15.2
101009,6054328.014180601,5534239.036731824,0.9,9,10,Rail,22.224999999999998,15.2
101010,1476040.5566592445,1249393.4160889806,0.7,7,10,Rail,22.224999999999998,15.2
101011,-1208510.7481164492,-1440393.2582202596,0.3,3,10,Rail,22.224999999999998,15.2
101012,-1415145.9374290705,-1536877.8991979074,0.2,2,10,Rail,22.224999999999998,15.2
101013,5568075.851643992,5185852.85441936,0.9,9,10,Rail,22.224999999999998,15.2
101014,-1420816.1371036987,-1552235.2804378734,0.2,2,10,Rail,22.224999999999998,15.2
101015,-3010166.7090566573,-3022934.674891417,0.0,0,10,Rail,22.224999999999998,15.2
101016,-1946535.1919232607,-1946535.1919233503,0.0,0,10,Rail,22.224999999999998,15.2
101017,-10786246.474212572,-10792997.184175648,0.0,0,10,Rail,22.224999999999998,15.2
101018,-6797915.713761275,-6933207.116828888,0.0,0,10,Rail,22.224999999999998,15.2
101019,-11376185.78432402,-11494519.951326065,0.0,0,10,Rail,22.224999999999998,15.2
101020,-11550234.775069127,-11647092.86286013,0.0,0,10,Rail,22.224999999999998,15.2
101021,-2998286.3071574336,-3552867.5358404405,0.3,3,10,Rail,22.224999999999998,15.2
101022,-9995542.439388556,-10272572.714573182,0.0,0,10,Rail,22.224999999999998,15.2
101023,-15610519.00731363,-15699086.498853646,0.0,0,10,Rail,22.224999999999998,15.2
101024,-16397435.408881152,-16449981.954651583,0.0,0,10,Rail,22.224999999999998,15.2
101025,-3170552.2300798125,-3493732.352436459,0.2,2,10,Rail,22.224999999999998,15.2
101026,731675.0117923728,406469.47367506474,0.6,6,10,Rail,22.224999999999998,15.2
101027,-4052391.5582679315,-4246679.633375609,0.0,0,10,Rail,22.224999999999998,15.2
101028,-6535304.191731435,-6794699.801370188,0.0,0,10,Rail,22.224999999999998,15.2
101029,-8538795.266385302,-8797881.756538529,0.0,0,10,Rail,22.224999999999998,15.2
101030,-6877765.710193248,-7276089.11518731,0.1,1,10,Rail,22.224999999999998,15.2
101031,-8636449.506775344,-8661578.666123334,0.0,0,10,Rail,22.224999999999998,15.2
101032,-6820139.836656144,-6850687.296894945,0.0,0,10,Rail,22.224999999999998,15.2
100000,3975500.6176773184,3759924.256551791,1.0,10,10,Rail,22.47625,15.2
100001,-1509760.4692052223,-1511358.3063772023,0.0,0,10,Rail,22.47625,15.2
100002,14797661.417336827,14113223.557436083,1.0,10,10,Rail,22.47625,15.2
100003,4747470.116642496,4491491.393063454,1.0,10,10,Rail,22.47625,15.2
100004,448464.51611016924,369065.2808638348,0.6,6,10,Rail,22.47625,15.2
100005,219565.93560498254,132377.43114533904,0.6,6,10,Rail,22.47625,15.2
100006,4829895.064911602,4568042.101990596,1.0,10,10,Rail,22.47625,15.2
100007,5127496.668088613,4846189.480023218,1.0,10,10,Rail,22.47625,15.2
100008,13194068.25762958,12564406.494229505,1.0,10,10,Rail,22.47625,15.2
100009,5863661.654702199,5591061.340049341,1.0,10,10,Rail,22.47625,15.2
100010,5281656.931490238,5018218.58834046,1.0,10,10,Rail,22.47625,15.2
100011,82072.56526894504,37043.658661561785,0.6,6,10,Rail,22.47625,15.2
100012,-1494342.5424047383,-1510443.4214815502,0.0,0,10,Rail,22.47625,15.2
101000,-8109511.539033411,-8116194.812482386,0.0,0,10,Rail,22.47625,15.2
101001,-6433446.2954889,-6574859.458477488,0.0,0,10,Rail,22.47625,15.2
101002,2294395.4434843212,1760201.9759777319,0.6,6,10,Rail,22.47625,15.2
101003,-2933922.25622704,-3223859.5242029373,0.2,2,10,Rail,22.47625,15.2
101004,-9252044.966120254,-9260817.990148712,0.0,0,10,Rail,22.47625,15.2
101005,-2696072.2782465173,-2787271.0293918736,0.0,0,10,Rail,22.47625,15.2
101006,-3536558.416311951,-3545911.9530916335,0.0,0,10,Rail,22.47625,15.2
101007,3760188.9029330336,3438174.1245008884,0.9,9,10,Rail,22.47625,15.2
101008,7572670.459155647,7254675.909874992,1.0,10,10,Rail,22.47625,15.2
101009,6194680.8477851655,5668712.349275242,0.9,9,10,Rail,22.47625,15.2
101010,1536593.3076734224,1307383.958146206,0.8,8,10,Rail,22.47625,15.2
101011,-1146055.9107275177,-1380559.814786945,0.3,3,10,Rail,22.47625,15.2
101012,-1374118.2591088796,-1497226.380850469,0.2,2,10,Rail,22.47625,15.2
101013,5671527.578128154,5284983.612262232,0.9,9,10,Rail,22.47625,15.2
101014,-1384865.4137848355,-1517770.229099335,0.2,2,10,Rail,22.47625,15.2
101015,-3006730.63715208,-3019642.942758087,0.0,0,10,Rail,22.47625,15.2
101016,-1946535.1919232602,-1946535.191923351,0.0,0,10,Rail,22.47625,15.2
101017,-10784123.53894216,-10790950.564580295,0.0,0,10,Rail,22.47625,15.2
101018,-6761507.755634522,-6898328.605947163,0.0,0,10,Rail,22.47625,15.2
101019,-11344333.925641116,-11464005.841100268,0.0,0,10,Rail,22.47625,15.2
101020,-11523990.952574313,-11621944.005249795,0.0,0,10,Rail,22.47625,15.2
101021,-2848231.054875421,-3409081.7338939337,0.3,3,10,Rail,22.47625,15.2
101022,-9920242.707497805,-10200404.764758479,0.0,0,10,Rail,22.47625,15.2
101023,-15586696.961631503,-15676265.694217613,0.0,0,10,Rail,22.47625,15.2
101024,-16381099.839473587,-16434240.415373368,0.0,0,10,Rail,22.47625,15.2
101025,-3083930.52577302,-3410764.14670074,0.2,2,10,Rail,22.47625,15.2
101026,856707.565916812,527825.6322336113,0.6,6,10,Rail,22.47625,15.2
101027,-4000312.628596431,-4196797.098703919,0.0,0,10,Rail,22.47625,15.2
101028,-6464472.354695543,-6726800.389392641,0.0,0,10,Rail,22.47625,15.2
101029,-8468685.38935025,-8730700.810016459,0.0,0,10,Rail,22.47625,15.2
101030,-6770993.988272893,-7173820.374392029,0.1,1,10,Rail,22.47625,15.2
101031,-8627730.58996814,-8653143.830363877,0.0,0,10,Rail,22.47625,15.2
101032,-6811923.463982016,-6842816.258276386,0.0,0,10,Rail,22.47625,15.2
100000,4033296.8552257223,3815310.6810427327,1.0,10,10,Rail,22.7275,15.2
100001,-1509291.3911515349,-1510907.0896922688,0.0,0,10,Rail,22.7275,15.2
100002,14980662.920687452,14288574.09533206,1.0,10,10,Rail,22.7275,15.2
100003,4815271.65722361,4556431.484145687,1.0,10,10,Rail,22.7275,15.2
100004,469591.1804596738,389304.3835491097,0.6,6,10,Rail,22.7275,15.2
100005,242924.04281291505,154760.90460673964,0.6,6,10,Rail,22.7275,15.2
100006,4899282.056516965,4634501.979111385,1.0,10,10,Rail,22.7275,15.2
100007,5202508.878069451,4918057.107122062,1.0,10,10,Rail,22.7275,15.2
100008,13362461.399970537,12725760.98385685,1.0,10,10,Rail,22.7275,15.2
100009,5936582.153144356,5660934.585099295,1.0,10,10,Rail,22.7275,15.2
100010,5351478.600297308,5085095.42054372,1.0,10,10,Rail,22.7275,15.2
100011,99427.1409070899,53894.88019103173,0.6,6,10,Rail,22.7275,15.2
100012,-1489813.4015498746,-1506094.2637585723,0.0,0,10,Rail,22.7275,15.2
101000,-8107721.071540003,-8114479.053735056,0.0,0,10,Rail,22.7275,15.2
101001,-6384262.142909467,-6527256.088154921,0.0,0,10,Rail,22.7275,15.2
101002,2435957.3460751376,1895792.414969815,0.6,6,10,Rail,22.7275,15.2
101003,-2856325.229289306,-3149503.551203424,0.2,2,10,Rail,22.7275,15.2
101004,-9249695.817203226,-9258566.910183892,0.0,0,10,Rail,22.7275,15.2
101005,-2671816.0200730367,-2764034.2333717886,0.0,0,10,Rail,22.7275,15.2
101006,-3534063.0346100666,-3543521.1295841048,0.0,0,10,Rail,22.7275,15.2
101007,3845497.4911874384,3519883.081451981,0.9,9,10,Rail,22.7275,15.2
101008,7694518.090993306,7372968.850404859,1.0,10,10,Rail,22.7275,15.2
101009,6335033.681389728,5803185.661818656,0.9,9,10,Rail,22.7275,15.2
101010,1597146.058687599,1365374.5002034293,0.8,8,10,Rail,22.7275,15.2
101011,-1083601.0733385882,-1320726.3713536323,0.3,3,10,Rail,22.7275,15.2
101012,-1333090.5807886901,-1457574.8625030315,0.2,2,10,Rail,22.7275,15.2
101013,5774979.304612314,5384114.370105102,0.9,9,10,Rail,22.7275,15.2
101014,-1348914.6904659732,-1483305.1777607969,0.2,2,10,Rail,22.7275,15.2
101015,-3003294.5652475026,-3016351.210624758,0.0,0,10,Rail,22.7275,15.2
101016,-1946535.19192326,-1946535.1919233517,0.0,0,10,Rail,22.7275,15.2
101017,-10782000.603671746,-10788903.944984943,0.0,0,10,Rail,22.7275,15.2
101018,-6725099.79750777,-6863450.095065438,0.0,0,10,Rail,22.7275,15.2
101019,-11312482.06695821,-11433491.730874471,0.0,0,10,Rail,22.7275,15.2
101020,-11497747.1300795,-11596795.147639457,0.0,0,10,Rail,22.7275,15.2
101021,-2698175.802593413,-3265295.9319474306,0.3,3,10,Rail,22.7275,15.2
101022,-9844942.975607058,-10128236.814943777,0.0,0,10,Rail,22.7275,15.2
101023,-15562874.915949378,-15653444.88958158,0.0,0,10,Rail,22.7275,15.2
101024,-16364764.27006602,-16418498.876095153,0.0,0,10,Rail,22.7275,15.2
101025,-2997308.8214662294,-3327795.940965023,0.2,2,10,Rail,22.7275,15.2
101026,981740.120041249,649181.7907921551,0.6,6,10,Rail,22.7275,15.2
101027,-3948233.6989249317,-4146914.564032232,0.0,0,10,Rail,22.7275,15.2
101028,-6393640.517659653,-6658900.977415097,0.0,0,10,Rail,22.7275,15.2
101029,-8398575.512315203,-8663519.863494389,0.0,0,10,Rail,22.7275,15.2
101030,-6664222.266352542,-7071551.633596751,0.1,1,10,Rail,22.7275,15.2
101031,-8619011.673160933,-8644708.994604416,0.0,0,10,Rail,22.7275,15.2
101032,-6803707.091307889,-6834945.219657826,0.0,0,10,Rail,22.7275,15.2
100000,4091093.092774128,3870697.105533676,1.0,10,10,Rail,22.978749999999998,15.2
100001,-1508822.3130978472,-1510455.8730073352,0.0,0,10,Rail,22.978749999999998,15.2
100002,15163664.424038079,14463924.633228038,1.0,10,10,Rail,22.978749999999998,15.2
100003,4883073.197804726,4621371.575227922,1.0,10,10,Rail,22.978749999999998,15.2
100004,490717.8448091787,409543.48623438494,0.6,6,10,Rail,22.978749999999998,15.2
100005,266282.15002084785,177144.37806814082,0.6,6,10,Rail,22.978749999999998,15.2
100006,4968669.048122328,4700961.856232174,1.0,10,10,Rail,22.978749999999998,15.2
100007,5277521.088050289,4989924.734220905,1.0,10,10,Rail,22.978749999999998,15.2
100008,13530854.542311495,12887115.4734842,1.0,10,10,Rail,22.978749999999998,15.2
100009,6009502.651586514,5730807.830149248,1.0,10,10,Rail,22.978749999999998,15.2
100010,5421300.269104377,5151972.252746979,1.0,10,10,Rail,22.978749999999998,15.2
100011,116781.71654523502,70746.10172050202,0.6,6,10,Rail,22.978749999999998,15.2
100012,-1485284.260695011,-1501745.1060355944,0.0,0,10,Rail,22.978749999999998,15.2
101000,-8105930.604046593,-8112763.294987725,0.0,0,10,Rail,22.978749999999998,15.2
101001,-6335077.990330034,-6479652.717832353,0.0,0,10,Rail,22.978749999999998,15.2
101002,2577519.2486659554,2031382.853961899,0.6,6,10,Rail,22.978749999999998,15.2
101003,-2778728.202351571,-3075147.5782039096,0.2,2,10,Rail,22.978749999999998,15.2
101004,-9247346.668286195,-9256315.830219075,0.0,0,10,Rail,22.978749999999998,15.2
101005,-2647559.7618995556,-2740797.4373517036,0.0,0,10,Rail,22.978749999999998,15.2
101006,-3531567.6529081822,-3541130.306076576,0.0,0,10,Rail,22.978749999999998,15.2
101007,3930806.079441844,3601592.0384030743,0.9,9,10,Rail,22.978749999999998,15.2
101008,7816365.722830966,7491261.790934726,1.0,10,10,Rail,22.978749999999998,15.2
101009,6475386.514994291,5937658.974362072,0.9,9,10,Rail,22.978749999999998,15.2
101010,1657698.8097017757,1423365.0422606533,0.8,8,10,Rail,22.978749999999998,15.2
101011,-1021146.2359496575,-1260892.9279203177,0.3,3,10,Rail,22.978749999999998,15.2
101012,-1292062.9024684997,-1417923.3441555938,0.2,2,10,Rail,22.978749999999998,15.2
101013,5878431.031096477,5483245.127947973,1.0,10,10,Rail,22.978749999999998,15.2
101014,-1312963.9671471105,-1448840.1264222586,0.2,2,10,Rail,22.978749999999998,15.2
101015,-2999858.4933429253,-3013059.4784914283,0.0,0,10,Rail,22.978749999999998,15.2
101016,-1946535.19192326,-1946535.1919233524,0.0,0,10,Rail,22.978749999999998,15.2
101017,-10779877.668401334,-10786857.32538959,0.0,0,10,Rail,22.978749999999998,15.2
101018,-6688691.839381018,-6828571.584183713,0.0,0,10,Rail,22.978749999999998,15.2
101019,-11280630.208275305,-11402977.620648678,0.0,0,10,Rail,22.978749999999998,15.2
101020,-11471503.307584688,-11571646.29002912,0.0,0,10,Rail,22.978749999999998,15.2
101021,-2548120.5503114015,-3121510.1300009247,0.3,3,10,Rail,22.978749999999998,15.2
101022,-9769643.243716309,-10056068.865129072,0.0,0,10,Rail,22.978749999999998,15.2
101023,-15539052.870267252,-15630624.084945546,0.0,0,10,Rail,22.978749999999998,15.2
101024,-16348428.700658455,-16402757.336816937,0.0,0,10,Rail,22.978749999999998,15.2
101025,-2910687.1171594383,-3244827.7352293055,0.2,2,10,Rail,22.978749999999998,15.2
101026,1106772.6741656868,770537.9493506998,0.6,6,10,Rail,22.978749999999998,15.2
101027,-3896154.7692534328,-4097032.0293605435,0.0,0,10,Rail,22.978749999999998,15.2
101028,-6322808.680623761,-6591001.565437552,0.0,0,10,Rail,22.978749999999998,15.2
101029,-8328465.635280152,-8596338.91697232,0.0,0,10,Rail,22.978749999999998,15.2
101030,-6557450.544432188,-6969282.892801471,0.1,1,10,Rail,22.978749999999998,15.2
101031,-8610292.756353727,-8636274.158844959,0.0,0,10,Rail,22.978749999999998,15.2
101032,-6795490.718633761,-6827074.181039266,0.0,0,10,Rail,22.978749999999998,15.2
100000,4148889.330322534,3926083.530024619,1.0,10,10,Rail,23.229999999999997,15.2
100001,-1508353.2350441597,-1510004.656322402,0.0,0,10,Rail,23.229999999999997,15.2
100002,15346665.927388707,14639275.171124015,1.0,10,10,Rail,23.229999999999997,15.2
100003,4950874.738385842,4686311.666310156,1.0,10,10,Rail,23.229999999999997,15.2
100004,511844.5091586836,429782.5889196601,0.7,7,10,Rail,23.229999999999997,15.2
100005,289640.2572287807,199527.85152954177,0.6,6,10,Rail,23.229999999999997,15.2
100006,5038056.039727691,4767421.733352963,1.0,10,10,Rail,23.229999999999997,15.2
100007,5352533.298031129,5061792.361319751,1.0,10,10,Rail,23.229999999999997,15.2
100008,13699247.684652453,13048469.963111548,1.0,10,10,Rail,23.229999999999997,15.2
100009,6082423.150028672,5800681.075199203,1.0,10,10,Rail,23.229999999999997,15.2
100010,5491121.937911447,5218849.084950239,1.0,10,10,Rail,23.229999999999997,15.2
100011,134136.29218338014,87597.32324997208,0.6,6,10,Rail,23.229999999999997,15.2
100012,-1480755.119840147,-1497395.9483126164,0.0,0,10,Rail,23.229999999999997,15.2
101000,-8104140.136553185,-8111047.536240395,0.0,0,10,Rail,23.229999999999997,15.2
101001,-6285893.837750601,-6432049.3475097865,0.0,0,10,Rail,23.229999999999997,15.2
101002,2719081.1512567736,2166973.292953984,0.6,6,10,Rail,23.229999999999997,15.2
101003,-2701131.175413835,-3000791.6052043955,0.2,2,10,Rail,23.229999999999997,15.2
101004,-9244997.519369164,-9254064.750254257,0.0,0,10,Rail,23.229999999999997,15.2
101005,-2623303.503726074,-2717560.6413316187,0.0,0,10,Rail,23.229999999999997,15.2
101006,-3529072.271206298,-3538739.4825690472,0.0,0,10,Rail,23.229999999999997,15.2
101007,4016114.66769625,3683300.9953541677,0.9,9,10,Rail,23.229999999999997,15.2
101008,7938213.354668625,7609554.731464593,1.0,10,10,Rail,23.229999999999997,15.2
101009,6615739.348598855,6072132.286905488,0.9,9,10,Rail,23.229999999999997,15.2
101010,1718251.560715953,1481355.5843178774,0.8,8,10,Rail,23.229999999999997,15.2
101011,-958691.398560727,-1201059.484487004,0.3,3,10,Rail,23.229999999999997,15.2
101012,-1251035.2241483096,-1378271.8258081558,0.2,2,10,Rail,23.229999999999997,15.2
101013,5981882.757580638,5582375.8857908435,1.0,10,10,Rail,23.229999999999997,15.2
101014,-1277013.2438282475,-1414375.0750837203,0.2,2,10,Rail,23.229999999999997,15.2
101015,-2996422.421438348,-3009767.7463580994,0.0,0,10,Rail,23.229999999999997,15.2
101016,-1946535.1919232595,-1946535.1919233531,0.0,0,10,Rail,23.229999999999997,15.2
101017,-10777754.733130919,-10784810.705794238,0.0,0,10,Rail,23.229999999999997,15.2
101018,-6652283.881254265,-6793693.07330199,0.0,0,10,Rail,23.229999999999997,15.2
101019,-11248778.349592399,-11372463.510422882,0.0,0,10,Rail,23.229999999999997,15.2
101020,-11445259.485089874,-11546497.432418782,0.0,0,10,Rail,23.229999999999997,15.2
101021,-2398065.298029391,-2977724.3280544197,0.3,3,10,Rail,23.229999999999997,15.2
101022,-9694343.511825558,-9983900.91531437,0.0,0,10,Rail,23.229999999999997,15.2
101023,-15515230.824585125,-15607803.280309513,0.0,0,10,Rail,23.229999999999997,15.2
101024,-16332093.131250888,-16387015.797538724,0.0,0,10,Rail,23.229999999999997,15.2
101025,-2824065.4128526472,-3161859.5294935876,0.2,2,10,Rail,23.229999999999997,15.2
101026,1231805.2282901243,891894.1079092445,0.6,6,10,Rail,23.229999999999997,15.2
101027,-3844075.839581933,-4047149.4946888546,0.0,0,10,Rail,23.229999999999997,15.2
101028,-6251976.84358787,-6523102.153460006,0.0,0,10,Rail,23.229999999999997,15.2
101029,-8258355.758245101,-8529157.970450252,0.0,0,10,Rail,23.229999999999997,15.2
101030,-6450678.822511835,-6867014.152006191,0.1,1,10,Rail,23.229999999999997,15.2
101031,-8601573.839546522,-8627839.323085502,0.0,0,10,Rail,23.229999999999997,15.2
101032,-6787274.345959634,-6819203.142420707,0.0,0,10,Rail,23.229999999999997,15.2
100000,4206685.56787094,3981469.9545155633,1.0,10,10,Rail,23.48125,15.2
100001,-1507884.156990472,-1509553.4396374682,0.0,0,10,Rail,23.48125,15.2
100002,15529667.430739338,14814625.709019996,1.0,10,10,Rail,23.48125,15.2
100003,5018676.278966959,4751251.757392392,1.0,10,10,Rail,23.48125,15.2
100004,532971.1735081887,450021.69160493556,0.7,7,10,Rail,23.48125,15.2
100005,312998.36443671386,221911.32499094307,0.6,6,10,Rail,23.48125,15.2
100006,5107443.031333055,4833881.610473754,1.0,10,10,Rail,23.48125,15.2
100007,5427545.508011969,5133659.988418596,1.0,10,10,Rail,23.48125,15.2
100008,13867640.826993415,13209824.4527389,1.0,10,10,Rail,23.48125,15.2
100009,6155343.648470832,5870554.320249157,1.0,10,10,Rail,23.48125,15.2
100010,5560943.606718518,5285725.9171535,1.0,10,10,Rail,23.48125,15.2
100011,151490.86782152555,104448.5447794426,0.6,6,10,Rail,23.48125,15.2
100012,-1476225.978985283,-1493046.7905896383,0.0,0,10,Rail,23.48125,15.2
101000,-8102349.669059776,-8109331.777493065,0.0,0,10,Rail,23.48125,15.2
101001,-6236709.685171167,-6384445.977187218,0.0,0,10,Rail,23.48125,15.2
101002,2860643.0538475937,2302563.7319460707,0.6,6,10,Rail,23.48125,15.2
101003,-2623534.1484760987,-2926435.63220488,0.2,2,10,Rail,23.48125,15.2
101004,-9242648.370452134,-9251813.670289438,0.0,0,10,Rail,23.48125,15.2
101005,-2599047.2455525924,-2694323.845311533,0.0,0,10,Rail,23.48125,15.2
101006,-3526576.8895044127,-3536348.659061519,0.0,0,10,Rail,23.48125,15.2
101007,4101423.2559506567,3765009.952305262,0.9,9,10,Rail,23.48125,15.2
101008,8060060.986506286,7727847.671994463,1.0,10,10,Rail,23.48125,15.2
101009,6756092.1822034195,6206605.599448905,0.9,9,10,Rail,23.48125,15.2
101010,1778804.3117301303,1539346.126375102,0.8,8,10,Rail,23.48125,15.2
101011,-896236.5611717956,-1141226.0410536896,0.3,3,10,Rail,23.48125,15.2
101012,-1210007.5458281187,-1338620.3074607174,0.2,2,10,Rail,23.48125,15.2
101013,6085334.484064802,5681506.643633716,1.0,10,10,Rail,23.48125,15.2
101014,-1241062.5205093843,-1379910.0237451813,0.2,2,10,Rail,23.48125,15.2
101015,-2992986.349533771,-3006476.0142247695,0.0,0,10,Rail,23.48125,15.2
101016,-1946535.1919232593,-1946535.1919233538,0.0,0,10,Rail,23.48125,15.2
