development,mean_net_benefit,median_net_benefit,share_positive_scenarios,positive_scenarios,total_scenarios,mode,vtt_chf_per_hour,base_vtt_chf_per_hour
101025,-10839799.845199527,-10852417.286051696,0.0,0,20,Rail,22.47625,15.2
101026,-4592778.093487247,-4639628.478331019,0.0,0,20,Rail,22.47625,15.2
101027,654167.9670483919,791334.0321679115,0.65,13,20,Rail,22.47625,15.2
101028,-10224017.011423863,-10252211.845299125,0.0,0,20,Rail,22.47625,15.2
101029,-10446568.796178173,-10477918.923432231,0.0,0,20,Rail,22.47625,15.2
101030,-12095678.49092652,-12129802.528705679,0.0,0,20,Rail,22.47625,15.2
101031,-1829463.4054661263,-1887295.5995881623,0.1,2,20,Rail,22.47625,15.2
101032,-8484957.493646752,-8478974.632195037,0.0,0,20,Rail,22.47625,15.2
100000,4150569.5144656985,4123477.5446251426,1.0,20,20,Rail,22.7275,15.2
100001,15372480.146763211,15283087.012654647,1.0,20,20,Rail,22.7275,15.2
100002,3534474.4857987426,3497117.093745643,1.0,20,20,Rail,22.7275,15.2
100003,-525786.8428813132,-537017.5854277685,0.05,1,20,Rail,22.7275,15.2
100004,-442716.6544626493,-453446.945631247,0.05,1,20,Rail,22.7275,15.2
100005,3384360.7615707726,3346275.964058031,1.0,20,20,Rail,22.7275,15.2
101000,-3518201.4847354097,-3556820.3779893434,0.0,0,20,Rail,22.7275,15.2
101001,2554459.650819936,2471083.950945587,0.95,19,20,Rail,22.7275,15.2
101002,-5810926.801186503,-5847691.076041136,0.0,0,20,Rail,22.7275,15.2
101003,-5604827.847291047,-5643071.497099266,0.0,0,20,Rail,22.7275,15.2
101004,-10033428.183361651,-10013264.864572259,0.0,0,20,Rail,22.7275,15.2
101005,-7454465.394629982,-7455287.438152192,0.0,0,20,Rail,22.7275,15.2
101006,-1945577.637404032,-1908608.5670315945,0.0,0,20,Rail,22.7275,15.2
101007,6464207.3613790935,6386532.924017713,1.0,20,20,Rail,22.7275,15.2
101008,1094768.1869695322,1056413.8015905055,0.9,18,20,Rail,22.7275,15.2
101009,-7305267.348585186,-7306367.778201586,0.0,0,20,Rail,22.7275,15.2
101010,2846206.7272137916,2799355.5420683683,1.0,20,20,Rail,22.7275,15.2
101011,3437575.7865345227,3576433.822360335,1.0,20,20,Rail,22.7275,15.2
101012,6773548.260188961,6701973.947651415,1.0,20,20,Rail,22.7275,15.2
101013,645196.4192902371,611254.7400701861,0.75,15,20,Rail,22.7275,15.2
101014,-195958.89435428134,-228595.33341678604,0.35,7,20,Rail,22.7275,15.2
101015,-667339.1572863134,-644037.6710784156,0.05,1,20,Rail,22.7275,15.2
101016,6459441.815938415,6407581.734017646,1.0,20,20,Rail,22.7275,15.2
101017,-9833941.237218263,-9849576.277956905,0.0,0,20,Rail,22.7275,15.2
101018,-11886127.904794091,-11887958.75997312,0.0,0,20,Rail,22.7275,15.2
101019,-16182216.683494633,-16181678.224777102,0.0,0,20,Rail,22.7275,15.2
101020,-12690314.837054579,-12709354.362600325,0.0,0,20,Rail,22.7275,15.2
101021,-15511758.736237356,-15528671.703279294,0.0,0,20,Rail,22.7275,15.2
101022,-16414611.096828062,-16426661.6780423,0.0,0,20,Rail,22.7275,15.2
101023,-6025802.81395982,-6100117.672683585,0.0,0,20,Rail,22.7275,15.2
101024,-13063365.320097102,-13098707.004304126,0.0,0,20,Rail,22.7275,15.2
101025,-10815447.428206285,-10828205.912694031,0.0,0,20,Rail,22.7275,15.2
101026,-4504233.065998582,-4551607.166283853,0.0,0,20,Rail,22.7275,15.2
101027,782706.259085472,921405.6304220557,0.65,13,20,Rail,22.7275,15.2
101028,-10170781.662564183,-10199291.67143577,0.0,0,20,Rail,22.7275,15.2
101029,-10374139.147147588,-10405839.720738228,0.0,0,20,Rail,22.7275,15.2
101030,-12023999.06958979,-12058504.561770461,0.0,0,20,Rail,22.7275,15.2
101031,-1720320.8764935967,-1778799.5458405102,0.15,3,20,Rail,22.7275,15.2
101032,-8476006.708208852,-8469956.967542864,0.0,0,20,Rail,22.7275,15.2
100000,4209662.253973601,4182270.7854014444,1.0,20,20,Rail,22.978749999999998,15.2
100001,15559575.404820684,15469194.039496861,1.0,20,20,Rail,22.978749999999998,15.2
100002,3603780.628037839,3566010.2541454104,1.0,20,20,Rail,22.978749999999998,15.2
100003,-504189.29672741675,-515544.19389117695,0.05,1,20,Rail,22.978749999999998,15.2
100004,-418834.5757396008,-429683.48909084545,0.05,1,20,Rail,22.978749999999998,15.2
100005,3455288.0537624434,3416782.23302343,1.0,20,20,Rail,22.978749999999998,15.2
101000,-3441515.077397029,-3480560.898246608,0.0,0,20,Rail,22.978749999999998,15.2
101001,2726619.6923384876,2642322.2833191184,0.95,19,20,Rail,22.978749999999998,15.2
101002,-5736373.936572396,-5773544.636421299,0.0,0,20,Rail,22.978749999999998,15.2
101003,-5533455.944801275,-5572122.373930331,0.0,0,20,Rail,22.978749999999998,15.2
101004,-10015583.824324897,-9995197.602275321,0.0,0,20,Rail,22.978749999999998,15.2
101005,-7452634.761409005,-7453465.892531479,0.0,0,20,Rail,22.978749999999998,15.2
101006,-1895075.6064298525,-1857697.8470713375,0.0,0,20,Rail,22.978749999999998,15.2
101007,6608911.876257148,6530378.756577562,1.0,20,20,Rail,22.978749999999998,15.2
101008,1174102.4535644776,1135324.0646951208,0.95,19,20,Rail,22.978749999999998,15.2
101009,-7302865.554463282,-7303978.149207441,0.0,0,20,Rail,22.978749999999998,15.2
101010,2933408.7821488963,2886039.6623310368,1.0,20,20,Rail,22.978749999999998,15.2
101011,3562852.7546532145,3703245.8507144786,1.0,20,20,Rail,22.978749999999998,15.2
101012,6917035.002035787,6844669.443385601,1.0,20,20,Rail,22.978749999999998,15.2
101013,707090.0760022762,672773.1752706626,0.8,16,20,Rail,22.978749999999998,15.2
101014,-132111.37062750786,-165108.60191592667,0.35,7,20,Rail,22.978749999999998,15.2
101015,-625238.4067885783,-601679.3252266056,0.15,3,20,Rail,22.978749999999998,15.2
101016,6565209.981893,6512776.592499672,1.0,20,20,Rail,22.978749999999998,15.2
101017,-9797178.170778167,-9812986.055163737,0.0,0,20,Rail,22.978749999999998,15.2
101018,-11882615.286902614,-11884466.381983249,0.0,0,20,Rail,22.978749999999998,15.2
101019,-16180040.542739827,-16179496.131420698,0.0,0,20,Rail,22.978749999999998,15.2
101020,-12653095.436815081,-12672345.442210937,0.0,0,20,Rail,22.978749999999998,15.2
101021,-15479196.909831423,-15496296.8478543,0.0,0,20,Rail,22.978749999999998,15.2
101022,-16387778.590646869,-16399962.389704254,0.0,0,20,Rail,22.978749999999998,15.2
101023,-5872389.833902629,-5947526.2351741595,0.0,0,20,Rail,22.978749999999998,15.2
101024,-12986373.539009267,-13022105.921628214,0.0,0,20,Rail,22.978749999999998,15.2
101025,-10791095.011213046,-10803994.539336365,0.0,0,20,Rail,22.978749999999998,15.2
101026,-4415688.038509917,-4463585.8542366875,0.0,0,20,Rail,22.978749999999998,15.2
101027,911244.5511225533,1051477.2286762008,0.65,13,20,Rail,22.978749999999998,15.2
101028,-10117546.313704502,-10146371.497572415,0.0,0,20,Rail,22.978749999999998,15.2
101029,-10301709.498117004,-10333760.518044226,0.0,0,20,Rail,22.978749999999998,15.2
101030,-11952319.64825306,-11987206.594835244,0.0,0,20,Rail,22.978749999999998,15.2
101031,-1611178.347521066,-1670303.492092858,0.15,3,20,Rail,22.978749999999998,15.2
101032,-8467055.922770951,-8460939.302890692,0.0,0,20,Rail,22.978749999999998,15.2
100000,4268754.993481504,4241064.026177747,1.0,20,20,Rail,23.229999999999997,15.2
100001,15746670.662878156,15655301.066339076,1.0,20,20,Rail,23.229999999999997,15.2
100002,3673086.7702769353,3634903.4145451784,1.0,20,20,Rail,23.229999999999997,15.2
100003,-482591.7505735204,-494070.8023545854,0.05,1,20,Rail,23.229999999999997,15.2
100004,-394952.49701655237,-405920.0325504441,0.15,3,20,Rail,23.229999999999997,15.2
100005,3526215.345954114,3487288.5019888296,1.0,20,20,Rail,23.229999999999997,15.2
101000,-3364828.670058648,-3404301.418503874,0.0,0,20,Rail,23.229999999999997,15.2
101001,2898779.7338570394,2813560.615692651,0.95,19,20,Rail,23.229999999999997,15.2
101002,-5661821.07195829,-5699398.196801459,0.0,0,20,Rail,23.229999999999997,15.2
101003,-5462084.042311503,-5501173.250761395,0.0,0,20,Rail,23.229999999999997,15.2
101004,-9997739.465288144,-9977130.339978382,0.0,0,20,Rail,23.229999999999997,15.2
101005,-7450804.128188031,-7451644.346910765,0.0,0,20,Rail,23.229999999999997,15.2
101006,-1844573.5754556726,-1806787.12711108,0.0,0,20,Rail,23.229999999999997,15.2
101007,6753616.391135201,6674224.589137409,1.0,20,20,Rail,23.229999999999997,15.2
101008,1253436.7201594233,1214234.327799736,0.95,19,20,Rail,23.229999999999997,15.2
101009,-7300463.760341381,-7301588.520213297,0.0,0,20,Rail,23.229999999999997,15.2
101010,3020610.837084,2972723.7825937048,1.0,20,20,Rail,23.229999999999997,15.2
101011,3688129.7227719077,3830057.879068624,1.0,20,20,Rail,23.229999999999997,15.2
101012,7060521.743882614,6987364.939119786,1.0,20,20,Rail,23.229999999999997,15.2
101013,768983.7327143152,734291.6104711387,0.9,18,20,Rail,23.229999999999997,15.2
101014,-68263.84690073463,-101621.87041506683,0.4,8,20,Rail,23.229999999999997,15.2
101015,-583137.6562908429,-559320.9793747959,0.15,3,20,Rail,23.229999999999997,15.2
101016,6670978.147847586,6617971.450981699,1.0,20,20,Rail,23.229999999999997,15.2
101017,-9760415.104338069,-9776395.832370572,0.0,0,20,Rail,23.229999999999997,15.2
101018,-11879102.669011138,-11880974.003993377,0.0,0,20,Rail,23.229999999999997,15.2
101019,-16177864.40198502,-16177314.038064295,0.0,0,20,Rail,23.229999999999997,15.2
101020,-12615876.036575582,-12635336.521821547,0.0,0,20,Rail,23.229999999999997,15.2
101021,-15446635.083425492,-15463921.992429305,0.0,0,20,Rail,23.229999999999997,15.2
101022,-16360946.084465679,-16373263.101366207,0.0,0,20,Rail,23.229999999999997,15.2
101023,-5718976.853845438,-5794934.797664735,0.0,0,20,Rail,23.229999999999997,15.2
101024,-12909381.757921433,-12945504.838952307,0.0,0,20,Rail,23.229999999999997,15.2
101025,-10766742.594219806,-10779783.1659787,0.0,0,20,Rail,23.229999999999997,15.2
101026,-4327143.011021251,-4375564.542189522,0.0,0,20,Rail,23.229999999999997,15.2
101027,1039782.843159635,1181548.826930346,0.65,13,20,Rail,23.229999999999997,15.2
101028,-10064310.96484482,-10093451.323709058,0.0,0,20,Rail,23.229999999999997,15.2
101029,-10229279.84908642,-10261681.315350223,0.0,0,20,Rail,23.229999999999997,15.2
101030,-11880640.226916332,-11915908.627900027,0.0,0,20,Rail,23.229999999999997,15.2
101031,-1502035.8185485345,-1561807.438345204,0.15,3,20,Rail,23.229999999999997,15.2
101032,-8458105.137333047,-8451921.63823852,0.0,0,20,Rail,23.229999999999997,15.2
100000,4327847.732989406,4299857.2669540495,1.0,20,20,Rail,23.48125,15.2
100001,15933765.920935635,15841408.093181293,1.0,20,20,Rail,23.48125,15.2
100002,3742392.9125160337,3703796.5749449474,1.0,20,20,Rail,23.48125,15.2
100003,-460994.2044196237,-472597.4108179937,0.05,1,20,Rail,23.48125,15.2
100004,-371070.4182935035,-382156.5760100421,0.15,3,20,Rail,23.48125,15.2
100005,3597142.638145786,3557794.7709542303,1.0,20,20,Rail,23.48125,15.2
101000,-3288142.2627202664,-3328041.938761139,0.0,0,20,Rail,23.48125,15.2
101001,3070939.7753755935,2984798.948066186,0.95,19,20,Rail,23.48125,15.2
101002,-5587268.207344184,-5625251.757181621,0.0,0,20,Rail,23.48125,15.2
101003,-5390712.13982173,-5430224.127592459,0.0,0,20,Rail,23.48125,15.2
101004,-9979895.10625139,-9959063.077681445,0.0,0,20,Rail,23.48125,15.2
101005,-7448973.494967054,-7449822.80129005,0.0,0,20,Rail,23.48125,15.2
101006,-1794071.5444814924,-1755876.4071508227,0.0,0,20,Rail,23.48125,15.2
101007,6898320.906013258,6818070.421697258,1.0,20,20,Rail,23.48125,15.2
101008,1332770.9867543697,1293144.5909043523,0.95,19,20,Rail,23.48125,15.2
101009,-7298061.966219477,-7299198.891219152,0.0,0,20,Rail,23.48125,15.2
101010,3107812.892019106,3059407.9028563746,1.0,20,20,Rail,23.48125,15.2
101011,3813406.6908906014,3956869.90742277,1.0,20,20,Rail,23.48125,15.2
101012,7204008.485729444,7130060.434853974,1.0,20,20,Rail,23.48125,15.2
101013,830877.3894263553,795810.0456716162,0.9,18,20,Rail,23.48125,15.2
101014,-4416.323173960392,-38135.13891420653,0.45,9,20,Rail,23.48125,15.2
101015,-541036.9057931073,-516962.63352298527,0.15,3,20,Rail,23.48125,15.2
101016,6776746.313802173,6723166.309463726,1.0,20,20,Rail,23.48125,15.2
101017,-9723652.037897972,-9739805.609577402,0.0,0,20,Rail,23.48125,15.2
101018,-11875590.051119661,-11877481.626003506,0.0,0,20,Rail,23.48125,15.2
101019,-16175688.261230212,-16175131.944707893,0.0,0,20,Rail,23.48125,15.2
101020,-12578656.636336084,-12598327.60143216,0.0,0,20,Rail,23.48125,15.2
101021,-15414073.257019559,-15431547.137004312,0.0,0,20,Rail,23.48125,15.2
101022,-16334113.578284487,-16346563.813028162,0.0,0,20,Rail,23.48125,15.2
101023,-5565563.873788245,-5642343.360155308,0.0,0,20,Rail,23.48125,15.2
101024,-12832389.976833597,-12868903.756276395,0.0,0,20,Rail,23.48125,15.2
101025,-10742390.177226564,-10755571.792621035,0.0,0,20,Rail,23.48125,15.2
101026,-4238597.983532584,-4287543.230142353,0.0,0,20,Rail,23.48125,15.2
101027,1168321.1351967182,1311620.425184493,0.65,13,20,Rail,23.48125,15.2
101028,-10011075.615985136,-10040531.1498457,0.0,0,20,Rail,23.48125,15.2
101029,-10156850.200055834,-10189602.112656219,0.0,0,20,Rail,23.48125,15.2
101030,-11808960.805579599,-11844610.66096481,0.0,0,20,Rail,23.48125,15.2
101031,-1392893.2895760024,-1453311.3845975501,0.15,3,20,Rail,23.48125,15.2
101032,-8449154.351895146,-8442903.973586347,0.0,0,20,Rail,23.48125,15.2
100000,4386940.472497309,4358650.507730352,1.0,20,20,Rail,23.732499999999998,15.2
100001,16120861.178993106,16027515.120023511,1.0,20,20,Rail,23.732499999999998,15.2
100002,3811699.05475513,3772689.735344715,1.0,20,20,Rail,23.732499999999998,15.2
100003,-439396.6582657273,-451124.0192814021,0.05,1,20,Rail,23.732499999999998,15.2
100004,-347188.3395704551,-358393.1194696408,0.15,3,20,Rail,23.732499999999998,15.2
100005,3668069.930337456,3628301.0399196297,1.0,20,20,Rail,23.732499999999998,15.2
101000,-3211455.8553818855,-3251782.459018404,0.0,0,20,Rail,23.732499999999998,15.2
101001,3243099.8168941448,3156037.2804397177,1.0,20,20,Rail,23.732499999999998,15.2
101002,-5512715.342730077,-5551105.317561783,0.0,0,20,Rail,23.732499999999998,15.2
101003,-5319340.2373319585,-5359275.004423523,0.0,0,20,Rail,23.732499999999998,15.2
101004,-9962050.747214636,-9940995.815384507,0.0,0,20,Rail,23.732499999999998,15.2
101005,-7447142.861746078,-7448001.255669337,0.0,0,20,Rail,23.732499999999998,15.2
101006,-1743569.5135073133,-1704965.6871905662,0.0,0,20,Rail,23.732499999999998,15.2
101007,7043025.420891312,6961916.254257104,1.0,20,20,Rail,23.732499999999998,15.2
101008,1412105.2533493154,1372054.854008968,0.95,19,20,Rail,23.732499999999998,15.2
101009,-7295660.172097576,-7296809.262225008,0.0,0,20,Rail,23.732499999999998,15.2
101010,3195014.9469542103,3146092.0231190436,1.0,20,20,Rail,23.732499999999998,15.2
101011,3938683.6590092937,4083681.9357769135,1.0,20,20,Rail,23.732499999999998,15.2
101012,7347495.227576271,7272755.93058816,1.0,20,20,Rail,23.732499999999998,15.2
101013,892771.0461383943,857328.4808720932,0.9,18,20,Rail,23.732499999999998,15.2
101014,59431.20055281282,25351.592586653307,0.6,12,20,Rail,23.732499999999998,15.2
101015,-498936.1552953722,-474604.2876711753,0.15,3,20,Rail,23.732499999999998,15.2
101016,6882514.4797567595,6828361.167945753,1.0,20,20,Rail,23.732499999999998,15.2
101017,-9686888.971457876,-9703215.386784237,0.0,0,20,Rail,23.732499999999998,15.2
101018,-11872077.433228185,-11873989.248013634,0.0,0,20,Rail,23.732499999999998,15.2
101019,-16173512.120475406,-16172949.851351488,0.0,0,20,Rail,23.732499999999998,15.2
101020,-12541437.236096587,-12561318.681042774,0.0,0,20,Rail,23.732499999999998,15.2
101021,-15381511.430613628,-15399172.28157932,0.0,0,20,Rail,23.732499999999998,15.2
101022,-16307281.072103295,-16319864.524690116,0.0,0,20,Rail,23.732499999999998,15.2
101023,-5412150.893731054,-5489751.922645882,0.0,0,20,Rail,23.732499999999998,15.2
101024,-12755398.195745762,-12792302.673600484,0.0,0,20,Rail,23.732499999999998,15.2
101025,-10718037.760233324,-10731360.41926337,0.0,0,20,Rail,23.732499999999998,15.2
101026,-4150052.9560439186,-4199521.918095186,0.0,0,20,Rail,23.732499999999998,15.2
101027,1296859.4272337998,1441692.023438639,0.75,15,20,Rail,23.732499999999998,15.2
101028,-9957840.267125454,-9987610.975982346,0.0,0,20,Rail,23.732499999999998,15.2
101029,-10084420.55102525,-10117522.909962215,0.0,0,20,Rail,23.732499999999998,15.2
101030,-11737281.384242868,-11773312.694029592,0.0,0,20,Rail,23.732499999999998,15.2
101031,-1283750.7606034714,-1344815.3308498971,0.15,3,20,Rail,23.732499999999998,15.2
101032,-8440203.566457245,-8433886.308934174,0.0,0,20,Rail,23.732499999999998,15.2
100000,4446033.212005211,4417443.748506654,1.0,20,20,Rail,23.98375,15.2
100001,16307956.437050581,16213622.14686573,1.0,20,20,Rail,23.98375,15.2
100002,3881005.1969942274,3841582.8957444844,1.0,20,20,Rail,23.98375,15.2
100003,-417799.11211183056,-429650.6277448103,0.05,1,20,Rail,23.98375,15.2
100004,-323306.2608474062,-334629.662929239,0.15,3,20,Rail,23.98375,15.2
100005,3738997.2225291273,3698807.3088850304,1.0,20,20,Rail,23.98375,15.2
101000,-3134769.448043504,-3175522.9792756685,0.0,0,20,Rail,23.98375,15.2
101001,3415259.858412699,3327275.612813253,1.0,20,20,Rail,23.98375,15.2
101002,-5438162.47811597,-5476958.877941944,0.0,0,20,Rail,23.98375,15.2
101003,-5247968.334842185,-5288325.881254587,0.0,0,20,Rail,23.98375,15.2
101004,-9944206.388177883,-9922928.55308757,0.0,0,20,Rail,23.98375,15.2
101005,-7445312.228525102,-7446179.710048623,0.0,0,20,Rail,23.98375,15.2
101006,-1693067.4825331331,-1654054.9672303083,0.0,0,20,Rail,23.98375,15.2
101007,7187729.935769367,7105762.0868169535,1.0,20,20,Rail,23.98375,15.2
101008,1491439.519944262,1450965.1171135837,0.95,19,20,Rail,23.98375,15.2
101009,-7293258.3779756725,-7294419.633230863,0.0,0,20,Rail,23.98375,15.2
101010,3282217.001889316,3232776.143381713,1.0,20,20,Rail,23.98375,15.2
101011,4063960.627127988,4210493.964131061,1.0,20,20,Rail,23.98375,15.2
101012,7490981.9694231,7415451.4263223475,1.0,20,20,Rail,23.98375,15.2
101013,954664.7028504342,918846.9160725703,0.95,19,20,Rail,23.98375,15.2
101014,123278.72427958707,88838.32408751361,0.6,12,20,Rail,23.98375,15.2
101015,-456835.40479763655,-432245.9418193649,0.15,3,20,Rail,23.98375,15.2
101016,6988282.645711346,6933556.026427781,1.0,20,20,Rail,23.98375,15.2
101017,-9650125.90501778,-9666625.16399107,0.0,0,20,Rail,23.98375,15.2
101018,-11868564.815336708,-11870496.870023763,0.0,0,20,Rail,23.98375,15.2
101019,-16171335.979720598,-16170767.757995086,0.0,0,20,Rail,23.98375,15.2
101020,-12504217.83585709,-12524309.760653384,0.0,0,20,Rail,23.98375,15.2
101021,-15348949.604207695,-15366797.426154327,0.0,0,20,Rail,23.98375,15.2
101022,-16280448.565922106,-16293165.23635207,0.0,0,20,Rail,23.98375,15.2
101023,-5258737.913673861,-5337160.485136455,0.0,0,20,Rail,23.98375,15.2
101024,-12678406.414657926,-12715701.590924572,0.0,0,20,Rail,23.98375,15.2
101025,-10693685.343240084,-10707149.045905706,0.0,0,20,Rail,23.98375,15.2
101026,-4061507.9285552516,-4111500.6060480196,0.0,0,20,Rail,23.98375,15.2
101027,1425397.719270883,1571763.621692786,0.75,15,20,Rail,23.98375,15.2
101028,-9904604.918265771,-9934690.802118987,0.0,0,20,Rail,23.98375,15.2
101029,-10011990.901994664,-10045443.707268212,0.0,0,20,Rail,23.98375,15.2
101030,-11665601.962906137,-11702014.727094375,0.0,0,20,Rail,23.98375,15.2
101031,-1174608.2316309393,-1236319.2771022422,0.2,4,20,Rail,23.98375,15.2
101032,-8431252.781019341,-8424868.644282002,0.0,0,20,Rail,23.98375,15.2
100000,4505125.951513113,4476236.989282956,1.0,20,20,Rail,24.235,15.2
100001,16495051.695108056,16399729.173707943,1.0,20,20,Rail,24.235,15.2
100002,3950311.339233324,3910476.056144252,1.0,20,20,Rail,24.235,15.2
100003,-396201.5659579342,-408177.23620821873,0.05,1,20,Rail,24.235,15.2
100004,-299424.1821243578,-310866.20638883766,0.15,3,20,Rail,24.235,15.2
100005,3809924.5147207985,3769313.5778504303,1.0,20,20,Rail,24.235,15.2
101000,-3058083.040705123,-3099263.4995329343,0.0,0,20,Rail,24.235,15.2
101001,3587419.8999312506,3498513.9451867854,1.0,20,20,Rail,24.235,15.2
101002,-5363609.6135018645,-5402812.438322106,0.0,0,20,Rail,24.235,15.2
101003,-5176596.4323524125,-5217376.758085651,0.0,0,20,Rail,24.235,15.2
101004,-9926362.02914113,-9904861.290790632,0.0,0,20,Rail,24.235,15.2
101005,-7443481.595304127,-7444358.16442791,0.0,0,20,Rail,24.235,15.2
101006,-1642565.4515589536,-1603144.2472700514,0.0,0,20,Rail,24.235,15.2
101007,7332434.450647421,7249607.919376801,1.0,20,20,Rail,24.235,15.2
101008,1570773.7865392074,1529875.3802181995,1.0,20,20,Rail,24.235,15.2
101009,-7290856.583853769,-7292030.004236719,0.0,0,20,Rail,24.235,15.2
101010,3369419.0568244206,3319460.2636443814,1.0,20,20,Rail,24.235,15.2
101011,4189237.59524668,4337305.992485205,1.0,20,20,Rail,24.235,15.2
101012,7634468.711269927,7558146.922056532,1.0,20,20,Rail,24.235,15.2
101013,1016558.3595624731,980365.3512730468,0.95,19,20,Rail,24.235,15.2
101014,187126.24800636052,152325.05558837298,0.6,12,20,Rail,24.235,15.2
101015,-414734.65429990133,-389887.59596755495,0.2,4,20,Rail,24.235,15.2
101016,7094050.811665932,7038750.884909808,1.0,20,20,Rail,24.235,15.2
101017,-9613362.838577684,-9630034.941197902,0.0,0,20,Rail,24.235,15.2
101018,-11865052.197445232,-11867004.492033891,0.0,0,20,Rail,24.235,15.2
101019,-16169159.838965792,-16168585.664638683,0.0,0,20,Rail,24.235,15.2
101020,-12466998.435617592,-12487300.840263996,0.0,0,20,Rail,24.235,15.2
101021,-15316387.777801763,-15334422.570729332,0.0,0,20,Rail,24.235,15.2
101022,-16253616.059740912,-16266465.94801402,0.0,0,20,Rail,24.235,15.2
101023,-5105324.93361667,-5184569.04762703,0.0,0,20,Rail,24.235,15.2
101024,-12601414.633570092,-12639100.50824866,0.0,0,20,Rail,24.235,15.2
101025,-10669332.926246842,-10682937.672548043,0.0,0,20,Rail,24.235,15.2
101026,-3972962.9010665854,-4023479.294000852,0.0,0,20,Rail,24.235,15.2
101027,1553936.0113079646,1701835.219946931,0.75,15,20,Rail,24.235,15.2
101028,-9851369.56940609,-9881770.62825563,0.0,0,20,Rail,24.235,15.2
101029,-9939561.252964081,-9973364.50457421,0.0,0,20,Rail,24.235,15.2
101030,-11593922.541569408,-11630716.760159157,0.0,0,20,Rail,24.235,15.2
101031,-1065465.702658408,-1127823.2233545892,0.2,4,20,Rail,24.235,15.2
101032,-8422301.99558144,-8415850.979629831,0.0,0,20,Rail,24.235,15.2
100000,4564218.691021015,4535030.230059259,1.0,20,20,Rail,24.48625,15.2
100001,16682146.953165527,16585836.200550158,1.0,20,20,Rail,24.48625,15.2
100002,4019617.4814724205,3979369.21654402,1.0,20,20,Rail,24.48625,15.2
100003,-374604.01980403776,-386703.8446716273,0.15,3,20,Rail,24.48625,15.2
100004,-275542.1034013093,-287102.7498484361,0.2,4,20,Rail,24.48625,15.2
100005,3880851.806912469,3839819.8468158296,1.0,20,20,Rail,24.48625,15.2
101000,-2981396.633366742,-3023004.0197901996,0.0,0,20,Rail,24.48625,15.2
101001,3759579.9414498024,3669752.277560317,1.0,20,20,Rail,24.48625,15.2
101002,-5289056.748887758,-5328665.998702269,0.0,0,20,Rail,24.48625,15.2
101003,-5105224.52986264,-5146427.634916717,0.0,0,20,Rail,24.48625,15.2
101004,-9908517.670104375,-9886794.028493695,0.0,0,20,Rail,24.48625,15.2
101005,-7441650.962083152,-7442536.618807196,0.0,0,20,Rail,24.48625,15.2
101006,-1592063.420584774,-1552233.5273097944,0.0,0,20,Rail,24.48625,15.2
101007,7477138.965525475,7393453.751936648,1.0,20,20,Rail,24.48625,15.2
101008,1650108.0531341531,1608785.6433228147,1.0,20,20,Rail,24.48625,15.2
101009,-7288454.789731868,-7289640.375242574,0.0,0,20,Rail,24.48625,15.2
101010,3456621.111759525,3406144.38390705,1.0,20,20,Rail,24.48625,15.2
101011,4314514.563365373,4464118.020839348,1.0,20,20,Rail,24.48625,15.2
101012,7777955.453116754,7700842.417790718,1.0,20,20,Rail,24.48625,15.2
101013,1078452.0162745123,1041883.7864735234,0.95,19,20,Rail,24.48625,15.2
101014,250973.77173313382,215811.78708923282,0.6,12,20,Rail,24.48625,15.2
101015,-372633.9038021661,-347529.250115745,0.25,5,20,Rail,24.48625,15.2
101016,7199818.977620517,7143945.743391833,1.0,20,20,Rail,24.48625,15.2
101017,-9576599.772137586,-9593444.718404736,0.0,0,20,Rail,24.48625,15.2
101018,-11861539.579553755,-11863512.11404402,0.0,0,20,Rail,24.48625,15.2
101019,-16166983.698210984,-16166403.571282279,0.0,0,20,Rail,24.48625,15.2
101020,-12429779.035378095,-12450291.919874609,0.0,0,20,Rail,24.48625,15.2
101021,-15283825.95139583,-15302047.715304337,0.0,0,20,Rail,24.48625,15.2
101022,-16226783.55355972,-16239766.659675976,0.0,0,20,Rail,24.48625,15.2
101023,-4951911.953559479,-5031977.610117605,0.0,0,20,Rail,24.48625,15.2
101024,-12524422.852482257,-12562499.425572753,0.0,0,20,Rail,24.48625,15.2
101025,-10644980.509253602,-10658726.299190376,0.0,0,20,Rail,24.48625,15.2
101026,-3884417.8735779203,-3935457.981953686,0.0,0,20,Rail,24.48625,15.2
101027,1682474.3033450458,1831906.8182010762,0.8,16,20,Rail,24.48625,15.2
101028,-9798134.220546408,-9828850.454392275,0.0,0,20,Rail,24.48625,15.2
101029,-9867131.603933496,-9901285.301880205,0.0,0,20,Rail,24.48625,15.2
101030,-11522243.120232675,-11559418.79322394,0.0,0,20,Rail,24.48625,15.2
101031,-956323.173685877,-1019327.1696069362,0.25,5,20,Rail,24.48625,15.2
101032,-8413351.210143538,-8406833.314977659,0.0,0,20,Rail,24.48625,15.2
100000,4623311.430528917,4593823.470835561,1.0,20,20,Rail,24.737499999999997,15.2
100001,16869242.211223,16771943.227392372,1.0,20,20,Rail,24.737499999999997,15.2
100002,4088923.6237115175,4048262.376943788,1.0,20,20,Rail,24.737499999999997,15.2
100003,-353006.4736501413,-365230.4531350357,0.15,3,20,Rail,24.737499999999997,15.2
100004,-251660.02467826084,-263339.2933080348,0.2,4,20,Rail,24.737499999999997,15.2
100005,3951779.09910414,3910326.115781229,1.0,20,20,Rail,24.737499999999997,15.2
